ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Reactor neutrino applications and coherent elastic neutrino nucleus   scattering,1970,"  Potential applications of neutrino detection to nuclear security have been discussed since the 1970s. Recent years have seen great progress in detector technologies based on inverse beta decay, with the demonstration of ton-scale surface-level detectors capable of high quality neutrino spectrum measurements. At the same time coherent elastic neutrino nucleus scattering has been experimentally confirmed in 2017 with neutrinos from stopped pion decay and there is a number of experiments aimed at seeing this reaction with reactor neutrinos. The large cross section and threshold-less nature of this reaction make it plausible to consider it for applications to nuclear security and here, we present a first direct comparison of the two reaction modes. ",https://doi.org/10.1103/PhysRevD.102.053008,2005.10907v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Wafer-Scale Electroactive Nanoporous Silicon: Large and Fully Reversible   Electrochemo-Mechanical Actuation in Aqueous Electrolytes,1970,"  Nanoporosity in silicon results in an interface-dominated mechanics, fluidics and photonics that are often superior to the ones of the bulk material. However, their active control, e.g. as a response to electronic stimuli, is challenging due to the absence of intrinsic piezoelectricity in the base material. Here, for large-scale nanoporous silicon cantilevers wetted by aqueous electrolytes, we show electrosorption-induced mechanical stress generation of up to 600 kPa that is reversible and adjustable at will by electrical potential variations of approximately 1 V. Laser cantilever bending experiments in combination with in-operando cyclic voltammetry and step-coulombmetry allow us to quantitatively trace this large electro-actuation to the concerted action of 100 billions of parallel nanopores per square centimeter cross section and to determine the capacitive charge-stress coupling parameter upon ion ad- and desorption as well as the intimately related stress actuation dynamics for perchloric and isotonic saline solutions. A comparison with planar silicon surfaces reveals mechanistic insights on the observed electrocapillarity (electrostatic Hellmann-Feynman interactions) with respect to the importance of oxide formation and pore-wall roughness on the single-nanopore scale. The observation of robust electrochemo-mechanical actuation in a mainstream semiconductor with wafer-scale, self-organized nanoporosity opens up entirely novel opportunities for on-chip integrated stress generation and actuorics at exceptionally low operation voltages. ",https://doi.org/10.1002/adma.202105923,2110.14326v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,A Mott-Schottky Analysis of Mesoporous Silicon in Aqueous Electrolyte by   Electrochemical Impedance Spectroscopy,1970,"  Nanoporosity in silicon leads to completely new functionalities of this mainstream semiconductor. In recent years, it has been shown that filling the pores with aqueous electrolytes in addition opens a particularly wide field for modifying and achieving active control of these functionalities, e.g., for electrochemo-mechanical actuation and tunable photonics, or for the design of on-chip supercapacitors. However, a mechanistic understanding of these new features has been hampered by the lack of a detailed characterization of the electrochemical behavior of mesoporous silicon in aqueous electrolytes. Here, the capacitive, potential-controlled charging of the electrical double layer in a mesoporous silicon electrode (pore diameter $7\,\mathrm{nm}$) imbibed with perchloric acid solution is studied by electrochemical impedance spectroscopy. Thorough measurements with detailed explanations of the observed phenomena lead to a comprehensive understanding of the capacitive properties of porous silicon. An analysis based on the Mott-Schottky equation allows general conclusions to be drawn about the state of the band structure within the pore walls. Essential parameters such as the flat band potential, the doping density and the width of the space charge region can be determined. A comparison with bulk silicon shows that the flat band potential in particular is significantly altered by the introduction of nanopores, as it shifts from $1.4\pm0.1\,\mathrm{V}$ to $1.9\pm0.2\,\mathrm{V}$. Overall, this study provides a unique insight into the electrochemical processes, especially the electrical double layer charging, of nanoporous semiconductor electrodes. ",Kein DOI-Link verfügbar,2312.04252v1,Yes,potent(3)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Anapole moment of neutrinos and radioactive sources near liquid xenon   detectors,1970,"  We show that placing a radioactive source such as ${}^{51}$Cr near a liquid xenon detector may allow to detect the contribution induced by the anapole moment to neutrino-electron scattering in the Standard Model. Although the anapole moment of neutrinos induces a scattering rate with the same spectral shape as the neutral and charged current contributions, exposures of $\sim$ 10 tonne $\times$ year at XENONnT or XLZD may be enough to accumulate sufficient statistics. We also discuss a simple model where the anapole moment of neutrinos is shifted with respect to the SM expectation, further demonstrating how a potential measurement of the anapole moment of neutrinos would allow to constrain new physics. ",Kein DOI-Link verfügbar,2408.11904v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,A low energy neutrino factory with non-magnetic detectors,1970,"  We show that a very precise neutrino/anti-neutrino event separation is not mandatory to cover the physics program of a low energy neutrino factory and thus non-magnetized detectors like water Cerenkov or liquid Argon detectors can be used. We point out, that oscillation itself strongly enhances the signal to noise ratio of a wrong sign muon search, provided there is sufficiently accurate neutrino energy reconstruction. Further, we argue that apart from a magnetic field, other means to distinguish neutrino from anti-neutrino events (at least statistically) can be explored. Combined with the fact that non-magnetic detectors potentially can be made very big, we show that modest neutrino/anti-neutrino separations at the level of 50% to 90% are sufficient to obtain good sensitivity to CP violation and the neutrino mass hierarchy for $\sin^22\theta_{13}>10^{-3}$. These non-magnetized detectors have a rich physics program outside the context of a neutrino factory, including topics like supernova neutrinos and proton decay. Hence, our observation opens the possibility to use a multi-purpose detector also in a neutrino factory beam. ",https://doi.org/10.1016/j.physletb.2008.10.009,0805.2019v2,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,A Hierarchical Approach to Neural Context-Aware Modeling,1970,"  We present a new recurrent neural network topology to enhance state-of-the-art machine learning systems by incorporating a broader context. Our approach overcomes recent limitations with extended narratives through a multi-layered computational approach to generate an abstract context representation. Therefore, the developed system captures the narrative on word-level, sentence-level, and context-level. Through the hierarchical set-up, our proposed model summarizes the most salient information on each level and creates an abstract representation of the extended context. We subsequently use this representation to enhance neural language processing systems on the task of semantic error detection. To show the potential of the newly introduced topology, we compare the approach against a context-agnostic set-up including a standard neural language model and a supervised binary classification network. The performance measures on the error detection task show the advantage of the hierarchical context-aware topologies, improving the baseline by 12.75% relative for unsupervised models and 20.37% relative for supervised models. ",Kein DOI-Link verfügbar,1807.11582v2,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Predicting Above-Sentence Discourse Structure using Distant Supervision   from Topic Segmentation,1970,"  RST-style discourse parsing plays a vital role in many NLP tasks, revealing the underlying semantic/pragmatic structure of potentially complex and diverse documents. Despite its importance, one of the most prevailing limitations in modern day discourse parsing is the lack of large-scale datasets. To overcome the data sparsity issue, distantly supervised approaches from tasks like sentiment analysis and summarization have been recently proposed. Here, we extend this line of research by exploiting distant supervision from topic segmentation, which can arguably provide a strong and oftentimes complementary signal for high-level discourse structures. Experiments on two human-annotated discourse treebanks confirm that our proposal generates accurate tree structures on sentence and paragraph level, consistently outperforming previous distantly supervised models on the sentence-to-document task and occasionally reaching even higher scores on the sentence-to-paragraph level. ",Kein DOI-Link verfügbar,2112.06196v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Hints for leptonic CP violation or New Physics?,1970,"  One of the major open questions in the neutrino sector is the issue of leptonic CP violation. Current global oscillation data shows a mild preference for a large, potentially maximal value for the Dirac CP phase in the neutrino mixing matrix. In this letter, we point out that New Physics in the form of neutral-current like non-standard interactions with real couplings would likely yield a similar conclusion even if CP in the neutrino sector were conserved. Therefore, the claim for a discovery of leptonic CP violation will require a robust ability to test New Physics scenarios. ",https://doi.org/10.1103/PhysRevLett.117.031801,1601.03736v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Switchable Imbibition in Nanoporous Gold,1970,"  Spontaneous imbibition enables the elegant propelling of nano-flows because of the dominance of capillarity at small length scales. The imbibition kinetics are, however, solely determined by the static geometry of the porous host, the capillarity, and the fluidity of the imbibed liquid. This makes active control particularly challenging. Here, we show for aqueous electrolyte imbibition in nanoporous gold that the fluid flow can be reversibly switched on and off through electric potential control of the solid-liquid interfacial tension, i.e. we can accelerate the imbibition front, stop it, and have it proceed at will. Simultaneous measurements of the mass flux and the electrical current allow us to document simple scaling laws for the imbibition kinetics, and to explore the charge flow dynamics in the metallic nanopores. Our findings demonstrate that the high electric conductivity along with the pathways for ionic and/or fluid transport render nanoporous elemental gold a versatile, accurately controllable electro-capillary pump and flow sensor for minute amounts of liquids with exceptionally low operating voltages. ",https://doi.org/10.1038/ncomms5237,1407.1038v1,Yes,"versatile(1), potent(1)"
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Upgraded experiments with super neutrino beams: Reach versus Exposure,1970,"  We introduce exposure as a means to making balanced comparisons of the sensitivities of long-baseline neutrino experiments to a nonzero \theta_{13}, to CP violation and to the neutrino mass hierarchy. We illustrate its use by comparing the sensitivities of possible upgrades of superbeam experiments, namely NOvA*, T2KK and experiments with wide band beams. For the proposed exposures, we find the best nominal CP violation performance for T2KK. For equal exposures, a wide band beam experiment has the best mass hierarchy performance. The physics concept on which NOvA* is based has the best potential for discovering CP violation only for exposures above a threshold value. ",https://doi.org/10.1103/PhysRevD.76.031301,hep-ph/0610301v3,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,First hint for CP violation in neutrino oscillations from upcoming   superbeam and reactor experiments,1970,"  We compare the physics potential of the upcoming neutrino oscillation experiments Daya Bay, Double Chooz, NOvA, RENO, and T2K based on their anticipated nominal luminosities and schedules. After discussing the sensitivity to theta_{13} and the leading atmospheric parameters, we demonstrate that leptonic CP violation will hardly be measurable without upgrades of the T2K and NOvA proton drivers, even if theta_{13} is large. In the presence of the proton drivers, the fast track to hints for CP violation requires communication between the T2K and NOvA collaborations in terms of a mutual synchronization of their neutrino-antineutrino run plans. Even in that case, upgrades will only discover CP violation in a relatively small part of the parameter space at the 3 sigma confidence level, while 90% confidence level hints will most likely be obtained. Therefore, we conclude that a new facility will be required if the goal is to obtain a significant result with high probability. ",https://doi.org/10.1088/1126-6708/2009/11/044,0907.1896v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Is there maximal mixing in the lepton sector?,1970,  We discuss the potential of long-baseline neutrino oscillation experiments to determine deviations from maximal \nu_\mu-\nu_\tau mixing. We compare the obtainable sensitivities to predictions from neutrino mass models and to the size of quantum corrections. We find that the theoretical expectations for deviations are typically well within experimental reach. ,https://doi.org/10.1103/PhysRevD.70.097302,hep-ph/0404268v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Orientational Order in Liquids upon Condensation in Nanochannels: An   Optical Birefringence Study on Rodlike and Disclike Molecules in Monolithic   Mesoporous Silica,1970,"  We present high-resolution optical birefringence measurements upon sequential filling of an array of parallel-aligned nanochannels (14~nm mean diameter) with rod-like (acetonitrile) and disc-like (hexafluorobenzene) molecules. We will demonstrate that such birefringence isotherms, when performed simultaneously with optically isotropic and index-matched counterparts (neopentane and hexafluoromethane), allow one to characterize the orientational state of the confined liquids with a high accuracy as a function of pore filling. The pore condensates are almost bulk-like, optically isotropic liquids. For both anisotropic species we find, however, a weak orientational order (of a few percent at maximum) upon film-condensation in the monolithic mesoporous membrane. It occurs upon formation of the second and third adsorbed layer, only, and vanishes gradually upon onset of capillary condensation. Presumably, it originates in the breaking of the full rotational symmetry of the interaction potential at the cylindrical, free liquid-vapor interface in the film-condensed state rather than at the silica-liquid interface. This conclusion is corroborated by comparisons of our experimental results with molecular dynamics simulations reported in the literature. ",https://doi.org/10.1103/PhysRevB.82.235404,1012.0997v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Superbeams versus Neutrino Factories,1970,"  We compare the physics potential of planned superbeams with the one of neutrino factories. Therefore, the experimental setups as well as the most relevant uncertainties and errors are considered on the same footing as much as possible. We use an improved analysis including the full parameter correlations, as well as statistical, systematical, and degeneracy errors. Especially, degeneracies have so far not been taken into account in a numerical analysis. We furthermore include external input, such as improved knowledge of the solar oscillation parameters from the KamLAND experiment. This allows us to determine the limiting uncertainties in all cases. For a specific comparison, we choose two representatives of each class: For the superbeam, we take the first conceivable setup, namely the JHF to SuperKamiokande experiment, as well as, on a longer time scale, the JHF to HyperKamiokande experiment. For the neutrino factory, we choose an initially conceivable setup and an advanced machine. We determine the potential to measure the small mixing angle sin^2 2 theta_{13}, the sign of Delta m^2_{31}, and the leptonic CP phase $\deltacp$, which also implies that we compare the limitations of the different setups. We find interesting results, such as the complete loss of the sensitivity to the sign of Delta m^2_{31} due to degeneracies in many cases. ",https://doi.org/10.1016/S0550-3213(02)00825-8,hep-ph/0204352v2,Yes,potent(2)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,From parameter space constraints to the precision determination of the   leptonic Dirac CP phase,1970,"  We discuss the precision determination of the leptonic Dirac CP phase $\delta_{CP}$ in neutrino oscillation experiments, where we apply the concept of ``CP coverage''. We demonstrate that this approach carries more information than a conventional CP violation measurement, since it also describes the exclusion of parameter regions. This will be very useful for next-generation long baseline experiments where for sizable $\sin^2 2 \theta_{13}$ first constraints on $\delta_{CP}$ can be obtained. As the most sophisticated experimental setup, we analyze neutrino factories, where we illustrate the major difficulties in their analysis. In addition, we compare their potential to the one of superbeam upgrades and next-generation experiments, which also includes a discussion of synergy effects. We find a strong dependence on the yet unknown true values of $\sin^2 2 \theta_{13}$ and $\delta_{CP}$, as well as a strong, non-Gaussian dependence on the confidence level. A systematic understanding of the complicated parameter dependence will be given. In addition, it is shown that comparisons of experiments and synergy discussions do in general not allow for an unbiased judgment if they are only performed at selected points in parameter space. Therefore, we present our results in dependence of the yet unknown true values of $\sin^2 2 \theta_{13}$ and $\delta_{CP}$. Finally we show that for $\delta_{CP}$ precision measurements there exist simple strategies including superbeams, reactor experiments, superbeam upgrades, and neutrino factories, where the crucial discriminator is $\sin^2 2 \theta_{13} \sim 10^{-2}$. ",https://doi.org/10.1088/1126-6708/2005/05/020,hep-ph/0412199v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Neutrino Detectors as Tools for Nuclear Security,1970,"  For over 40 years, physicists have considered possible uses for neutrino detectors in nuclear nonproliferation, arms control, and fissile materials security. Neutrinos are an attractive fission signature because they readily pass through matter. The same property makes neutrinos challenging to detect in systems that would be practical for nuclear security applications. This colloquium presents a broad overview of several potential neutrino applications, including the near-field monitoring of known reactors, far-field monitoring of known or discovery of undeclared reactors, detection of reactor waste streams, and detection of nuclear explosions. We conclude that recent detector advances have made near-field monitoring feasible. Farther-field reactor detection and waste stream detection monitoring are possible in some cases with further research and development. Very long-range reactor monitoring and nuclear explosion detection do not appear feasible for the foreseeable future due to considerable physical and/or practical constraints. ",https://doi.org/10.1103/RevModPhys.92.011003,1908.07113v3,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Silicon Flexes Muscles: Giant Electrochemical Actuation in a Nanoporous   Silicon-Polypyrrole Hybrid Material,1970,"  The absence of piezoelectricity in silicon makes direct electro-mechanical applications of this mainstream semiconductor impossible. Integrated electrical control of the silicon mechanics, however, would open up new perspectives for on-chip actuorics. Here, we combine wafer-scale nanoporosity in single-crystalline silicon with polymerization of an artificial muscle material inside pore space to synthesize a composite that shows macroscopic electrostrain in aqueous electrolyte. The voltage-strain coupling is 3 orders of magnitude larger than the best-performing ceramics in terms of piezoelectric actuation. We trace this huge electroactuation to the concerted action of 100 billions of nanopores per square centimetre cross-section and to potential-dependent pressures of up to 150 atmospheres at the single-pore scale. The exceptionally small operation voltages (0.4-0.9 V) along with the sustainable and biocompatible base materials make this hybrid promising for bio-actuator applications. ",https://doi.org/10.1126/sciadv.aba1483,2010.03878v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Ionic liquid dynamics in nanoporous carbon: A pore-size- and   temperature-dependent neutron spectroscopy study on supercapacitor materials,1970,"  The influence of spatial confinement on the thermally excited stochastic cation dynamics of the room-temperature ionic liquid 1-N-butylpyridinium bis-((trifluoromethyl)sulfonyl)imide ([BuPy][Tf_2N]) inside porous carbide-derived carbons with various pore sizes in the sub- to a few nanometer range are investigated by quasi-elastic neutron spectroscopy. Using the potential of fixed window scans, i.e. scanning a sample parameter, while observing solely one specific energy transfer value, an overview of the dynamic landscape within a wide temperature range is obtained. It is shown that already these data provide a quite comprehensive understanding of the confinement-induced alteration of the molecular mobility in comparison to the bulk. A complementary, more detailed analysis of full energy transfer spectra at selected temperatures reveals two translational diffusive processes on different time scales. Both are considerably slower than in the bulk liquid and show a decrease of the respective self-diffusion coefficients with decreasing nanopore size. Different thermal activation energies for molecular self-diffusion in nanoporous carbons with similar pore size indicate the importance of pore morphology on the molecular mobility, beyond the pure degree of confinement. In spite of the dynamic slowing down we can show that the temperature range of the liquid state upon nanoconfinement is remarkably extended to much lower temperatures, which is beneficial for potential technical applications of such systems. ",https://doi.org/10.1103/PhysRevMaterials.4.055401,2005.02851v1,Yes,potent(2)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Systematic uncertainties in long-baseline neutrino oscillations for   large $θ_{13}$,1970,"  We study the physics potential of future long-baseline neutrino oscillation experiments at large $\theta_{13}$, focusing especially on systematic uncertainties. We discuss superbeams, \bbeams, and neutrino factories, and for the first time compare these experiments on an equal footing with respect to systematic errors. We explicitly simulate near detectors for all experiments, we use the same implementation of systematic uncertainties for all experiments, and we fully correlate the uncertainties among detectors, oscillation channels, and beam polarizations as appropriate. As our primary performance indicator, we use the achievable precision in the measurement of the CP violating phase $\deltacp$. We find that a neutrino factory is the only instrument that can measure $\deltacp$ with a precision similar to that of its quark sector counterpart. All neutrino beams operating at peak energies $\gtrsim 2$ GeV are quite robust with respect to systematic uncertainties, whereas especially \bbeams and \thk suffer from large cross section uncertainties in the quasi-elastic regime, combined with their inability to measure the appearance signal cross sections at the near detector. A noteworthy exception is the combination of a $\gamma=100$ \bbeam with an \spl-based superbeam, in which all relevant cross sections can be measured in a self-consistent way. This provides a performance, second only to the neutrino factory. For other superbeam experiments such as \lbno and the setups studied in the context of the \lbne reconfiguration effort, statistics turns out to be the bottleneck. In almost all cases, the near detector is not critical to control systematics since the combined fit of appearance and disappearance data already constrains the impact of systematics to be small provided that the three active flavor oscillation framework is valid. ",https://doi.org/10.1103/PhysRevD.87.033004,1209.5973v1,Yes,"noteworthy(1), potent(1)"
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,CCQA: A New Web-Scale Question Answering Dataset for Model Pre-Training,1970,"  With the rise of large-scale pre-trained language models, open-domain question-answering (ODQA) has become an important research topic in NLP. Based on the popular pre-training fine-tuning approach, we posit that an additional in-domain pre-training stage using a large-scale, natural, and diverse question-answering (QA) dataset can be beneficial for ODQA. Consequently, we propose a novel QA dataset based on the Common Crawl project in this paper. Using the readily available schema.org annotation, we extract around 130 million multilingual question-answer pairs, including about 60 million English data-points. With this previously unseen number of natural QA pairs, we pre-train popular language models to show the potential of large-scale in-domain pre-training for the task of question-answering. In our experiments, we find that pre-training question-answering models on our Common Crawl Question Answering dataset (CCQA) achieves promising results in zero-shot, low resource and fine-tuned settings across multiple tasks, models and benchmarks. ",Kein DOI-Link verfügbar,2110.07731v2,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,CoDi: Conversational Distillation for Grounded Question Answering,1970,"  Distilling conversational skills into Small Language Models (SLMs) with approximately 1 billion parameters presents significant challenges. Firstly, SLMs have limited capacity in their model parameters to learn extensive knowledge compared to larger models. Secondly, high-quality conversational datasets are often scarce, small, and domain-specific. Addressing these challenges, we introduce a novel data distillation framework named CoDi (short for Conversational Distillation, pronounced ""Cody""), allowing us to synthesize large-scale, assistant-style datasets in a steerable and diverse manner. Specifically, while our framework is task agnostic at its core, we explore and evaluate the potential of CoDi on the task of conversational grounded reasoning for question answering. This is a typical on-device scenario for specialist SLMs, allowing for open-domain model responses, without requiring the model to ""memorize"" world knowledge in its limited weights. Our evaluations show that SLMs trained with CoDi-synthesized data achieve performance comparable to models trained on human-annotated data in standard metrics. Additionally, when using our framework to generate larger datasets from web data, our models surpass larger, instruction-tuned models in zero-shot conversational grounded reasoning tasks. ",Kein DOI-Link verfügbar,2408.11219v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Small But Funny: A Feedback-Driven Approach to Humor Distillation,1970,"  The emergence of Large Language Models (LLMs) has brought to light promising language generation capabilities, particularly in performing tasks like complex reasoning and creative writing. Consequently, distillation through imitation of teacher responses has emerged as a popular technique to transfer knowledge from LLMs to more accessible, Small Language Models (SLMs). While this works well for simpler tasks, there is a substantial performance gap on tasks requiring intricate language comprehension and creativity, such as humor generation. We hypothesize that this gap may stem from the fact that creative tasks might be hard to learn by imitation alone and explore whether an approach, involving supplementary guidance from the teacher, could yield higher performance. To address this, we study the effect of assigning a dual role to the LLM - as a ""teacher"" generating data, as well as a ""critic"" evaluating the student's performance. Our experiments on humor generation reveal that the incorporation of feedback significantly narrows the performance gap between SLMs and their larger counterparts compared to merely relying on imitation. As a result, our research highlights the potential of using feedback as an additional dimension to data when transferring complex language abilities via distillation. ",Kein DOI-Link verfügbar,2402.18113v1,Yes,"intricate(1), potent(1)"
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Wafer-Scale Fabrication of Hierarchically Porous Silicon and Silica   Glass by Active Nanoparticle-Assisted Chemical Etching and Pseudomorphic   Thermal Oxidation,1970,"  Many biological materials exhibit a multiscale porosity with small, mostly nanoscale pores as well as large, macroscopic capillaries to simultaneously achieve optimized mass transport capabilities and lightweight structures with large inner surfaces. Realizing such a hierarchical porosity in artificial materials necessitates often sophisticated and expensive top-down processing that limits scalability. Here we present an approach that combines self-organized porosity based on metal-assisted chemical etching (MACE) with photolithographically induced macroporosity for the synthesis of single-crystalline silicon with a bimodal pore-size distribution, i.e., hexagonally arranged cylindrical macropores with 1 micrometer diameter separated by walls that are traversed by mesopores 60 nm across. The MACE process is mainly guided by a metal-catalyzed reduction-oxidation reaction, where silver nanoparticles (AgNPs) serve as the catalyst. In this process, the AgNPs act as self-propelled particles that are constantly removing silicon along their trajectories. High-resolution X-ray imaging and electron tomography reveal a resulting large open porosity and inner surface for potential applications in high-performance energy storage, harvesting and conversion or for on-chip sensorics and actuorics. Finally, the hierarchically porous silicon membranes can be transformed structure-conserving by thermal oxidation into hierarchically porous amorphous silica, a material that could be of particular interest for opto-fluidic and (bio-)photonic applications due to its multiscale artificial vascularization. ",https://doi.org/10.1002/smll.202206842,2212.10160v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Tetra Point Wetting at the Free Surface of Liquid Ga-Bi,1970,"  A continuous surface wetting transition, pinned to a solid/liquid/liquid/vapor tetra coexistence point, is studied by x-ray reflectivity in liquid Ga-Bi binary alloys. The short-range surface potential is determined from the measured temperature evolution of the wetting film. The thermal fluctuations are shown to be insufficient to induce a noticeable breakdown of mean-field behavior, expected in short-range-interacting systems due to their $d_u=3$ upper critical dimensionality. ",https://doi.org/10.1103/PhysRevLett.89.035502,cond-mat/0205506v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Assessment of nanoparticle immersion depth at liquid interfaces from   chemically equivalent macroscopic surfaces,1970,"  Hypothesis: We test whether the wettability of nanoparticles (NPs) straddling at an air/water surface or oil/water interface can be extrapolated from sessile drop-derived macroscopic contact angles (mCAs) on planar substrates, assuming that both the nanoparticles and the macroscopic substrates are chemically equivalent and feature the same electrokinetic potential. Experiments: Pure silica (SiO2) and amino-terminated silica (APTES-SiO2) NPs are compared to macroscopic surfaces with extremely low roughness (root mean square [RMS] roughness <= 2 nm) or a roughness determined by a close-packed layer of NPs (RMS roughness about 35 nm). Equivalence of the surface chemistry is assessed by comparing the electrokinetic potentials of the NPs via electrophoretic light scattering and of the macroscopic substrates via streaming current analysis. The wettability of the macroscopic substrates is obtained from advancing (ACAs) and receding contact angles (RCAs) and in situ synchrotron X-ray reflectivity (XRR) provided by the NP wettability at the liquid interfaces. Findings: Generally, the RCA on smooth surfaces provides a good estimate of NP wetting properties. However, mCAs alone cannot predict adsorption barriers that prevent NP segregation to the interface, as is the case with the pure SiO2 nanoparticles. This strategy greatly facilitates assessing the wetting properties of NPs for applications such as emulsion formulation, flotation, or water remediation. ",https://doi.org/10.1016/j.jcis.2021.12.113,2202.03727v2,Yes,potent(2)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,FLEE-GNN: A Federated Learning System for Edge-Enhanced Graph Neural   Network in Analyzing Geospatial Resilience of Multicommodity Food Flows,1970,"  Understanding and measuring the resilience of food supply networks is a global imperative to tackle increasing food insecurity. However, the complexity of these networks, with their multidimensional interactions and decisions, presents significant challenges. This paper proposes FLEE-GNN, a novel Federated Learning System for Edge-Enhanced Graph Neural Network, designed to overcome these challenges and enhance the analysis of geospatial resilience of multicommodity food flow network, which is one type of spatial networks. FLEE-GNN addresses the limitations of current methodologies, such as entropy-based methods, in terms of generalizability, scalability, and data privacy. It combines the robustness and adaptability of graph neural networks with the privacy-conscious and decentralized aspects of federated learning on food supply network resilience analysis across geographical regions. This paper also discusses FLEE-GNN's innovative data generation techniques, experimental designs, and future directions for improvement. The results show the advancements of this approach to quantifying the resilience of multicommodity food flow networks, contributing to efforts towards ensuring global food security using AI methods. The developed FLEE-GNN has the potential to be applied in other spatial networks with spatially heterogeneous sub-network distributions. ",https://doi.org/10.1145/3615886.3627742,2310.13248v1,Yes,"innovative(1), potent(1)"
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Passive low energy nuclear recoil detection with color centers --   PALEOCCENE,1970,"  The PALEOCCENE concept offers the potential for room-temperature, passive and robust detectors in the gram to kilogram range for the detection of low-energy nuclear recoil events. Nuclear recoil events can be caused by neutron scattering, coherent elastic neutrino nucleus scattering (CEvNS) or dark matter scattering and therefore, PALEOCCENE could find applications in all three areas. In this white paper we present current and planned R&D efforts to study the feasibility of this technique. ",Kein DOI-Link verfügbar,2203.05525v1,Yes,potent(1)
0000-0002-0669-5654,Patrick Huber,Kempten Universität der Angewandte Wissenschaften,Self-Assembly of Liquid Crystals in Nanoporous Solids for Adaptive   Photonic Metamaterials,1970,"  Nanoporous media exhibit structures significantly smaller than the wavelengths of visible light and can thus act as photonic metamaterials. Their optical functionality is not determined by the properties of the base materials, but rather by tailored, multiscale structures, in terms of precise pore shape, geometry, and orientation. Embedding liquid crystals in pore space provides additional opportunities to control light-matter interactions at the single-pore, meta-atomic scale. Here, we present temperature-dependent 3D reciprocal space mapping using synchrotron-based X-ray diffraction in combination with high-resolution birefringence experiments on disk-like mesogens (HAT6) imbibed in self-ordered arrays of parallel cylindrical pores 17 to 160 nm across in monolithic anodic aluminium oxide (AAO). In agreement with Monte Carlo computer simulations we observe a remarkably rich self-assembly behaviour, unknown from the bulk state. It encompasses transitions between the isotropic liquid state and discotic stacking in linear columns as well as circular concentric ring formation perpendicular and parallel to the pore axis. These textural transitions underpin an optical birefringence functionality, tuneable in magnitude and in sign from positive to negative via pore size, pore surface-grafting and temperature. Our study demonstrates that the advent of large-scale, self-organised nanoporosity in monolithic solids along with confinement-controllable phase behaviour of liquid-crystalline matter at the single-pore scale provides a reliable and accessible tool to design materials with adjustable optical anisotropy, and thus offers versatile pathways to fine-tune polarisation-dependent light propagation speeds in materials. Such a tailorability is at the core of the emerging field of transformative optics, allowing, e.g., adjustable light absorbers and extremely thin metalenses. ",https://doi.org/10.1039/C9NR07143A,1911.10052v1,Yes,versatile(1)
