PubDate,IDlist,TotalWords,Faculty,Year,Keyword,Count
2017-02-23 09:54:46+00:00,1702.07152v1,5143,Mathematisch-Naturwissenschaftliche Fakultät,2017,invaluable,0.0
2018-01-16 14:41:22+00:00,1801.05267v1,4336,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2021-01-04 09:19:38+00:00,2101.00842v2,15302,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2021-10-13 11:15:11+00:00,2110.06644v1,9001,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2009-03-17 14:01:44+00:00,0903.2968v1,4049,Mathematisch-Naturwissenschaftliche Fakultät,2009,invaluable,0.0
2013-09-25 07:39:05+00:00,1309.6416v1,3626,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2016-07-27 13:14:47+00:00,1607.08076v2,5153,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2017-03-23 13:57:06+00:00,1703.08074v1,5535,Mathematisch-Naturwissenschaftliche Fakultät,2017,invaluable,0.0
2016-11-08 19:10:35+00:00,1611.02658v1,8987,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2012-05-23 14:52:50+00:00,1205.5191v2,24040,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2018-01-17 18:17:54+00:00,1801.05783v1,66227,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2015-07-15 07:44:51+00:00,1507.04107v2,12216,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2015-08-13 14:11:49+00:00,1508.03221v1,6662,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2022-02-21 09:16:09+00:00,2202.10061v1,22098,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2022-11-17 16:04:37+00:00,2211.09615v2,10818,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2023-12-22 19:52:57+00:00,2312.15030v2,30587,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2009-11-23 09:50:15+00:00,0911.4348v1,6418,Mathematisch-Naturwissenschaftliche Fakultät,2009,invaluable,0.0
2012-01-09 08:40:29+00:00,1201.1711v1,4343,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2019-02-17 16:03:39+00:00,1902.06741v1,9887,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2020-09-19 07:13:21+00:00,2009.09180v1,6649,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2014-02-28 10:05:10+00:00,1402.7182v2,20347,Mathematisch-Naturwissenschaftliche Fakultät,2014,invaluable,0.0
2012-01-09 09:25:24+00:00,1201.1714v2,13238,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2021-10-25 05:58:12+00:00,2110.12657v1,9345,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2016-02-22 20:30:21+00:00,1602.06928v2,10905,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2014-07-07 09:55:42+00:00,1407.1645v1,6037,Mathematisch-Naturwissenschaftliche Fakultät,2014,invaluable,0.0
2016-08-16 14:03:44+00:00,1608.04601v2,11139,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2011-10-11 18:57:44+00:00,1110.2465v1,2470,Mathematisch-Naturwissenschaftliche Fakultät,2011,invaluable,0.0
2011-10-15 21:30:03+00:00,1110.3440v1,5128,Mathematisch-Naturwissenschaftliche Fakultät,2011,invaluable,0.0
2020-07-30 14:10:06+00:00,2007.15471v1,13722,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2020-08-11 09:47:24+00:00,2008.04605v1,9123,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2022-03-23 09:12:02+00:00,2203.12288v1,8298,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2023-04-21 08:27:40+00:00,2304.10807v1,10285,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2022-04-18 10:59:58+00:00,2204.08250v2,14127,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2019-07-19 11:52:54+00:00,1907.08473v1,10123,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2021-04-06 10:19:56+00:00,2104.02405v1,17890,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2023-03-08 13:41:58+00:00,2303.04576v1,13881,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2018-12-26 07:29:53+00:00,1812.10253v1,7240,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2022-12-16 07:55:35+00:00,2212.08326v2,44270,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2024-05-17 08:42:36+00:00,2405.10627v1,88966,Mathematisch-Naturwissenschaftliche Fakultät,2024,invaluable,0.0
2012-06-14 17:15:46+00:00,1206.3185v1,3466,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2016-07-21 15:35:21+00:00,1607.06365v1,5969,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2009-09-18 18:16:13+00:00,0909.3496v1,4700,Mathematisch-Naturwissenschaftliche Fakultät,2009,invaluable,0.0
2008-04-18 09:10:12+00:00,0804.2979v1,12678,Mathematisch-Naturwissenschaftliche Fakultät,2008,invaluable,0.0
2015-03-17 15:46:33+00:00,1503.05099v1,21810,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2018-03-06 08:13:33+00:00,1803.02055v1,9071,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2007-11-23 15:03:01+00:00,0711.3734v2,10545,Mathematisch-Naturwissenschaftliche Fakultät,2007,invaluable,0.0
2016-04-18 20:04:48+00:00,1604.05333v1,11927,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2008-12-31 16:16:01+00:00,0901.0106v1,6395,Mathematisch-Naturwissenschaftliche Fakultät,2008,invaluable,0.0
2018-02-19 21:49:59+00:00,1802.06873v2,16896,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2007-11-29 16:15:11+00:00,0711.4760v1,1670,Mathematisch-Naturwissenschaftliche Fakultät,2007,invaluable,0.0
2016-10-20 09:14:09+00:00,1610.07879v3,9328,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2017-04-07 11:53:49+00:00,1704.02193v2,6823,Mathematisch-Naturwissenschaftliche Fakultät,2017,invaluable,0.0
2019-09-19 09:29:16+00:00,1909.08883v1,5398,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2016-03-31 11:07:59+00:00,1603.09525v1,8286,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2009-05-03 08:29:15+00:00,0905.0252v1,9845,Mathematisch-Naturwissenschaftliche Fakultät,2009,invaluable,0.0
2013-06-18 20:00:00+00:00,1306.4312v2,12540,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2023-12-03 18:59:20+00:00,2312.01483v1,9454,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2019-04-29 07:16:17+00:00,1904.12474v1,40891,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2020-12-07 12:17:13+00:00,2012.03626v1,9433,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2021-09-10 11:38:45+00:00,2109.04799v1,11330,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2018-02-20 10:35:46+00:00,1802.07050v2,12627,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2018-02-20 10:35:46+00:00,1802.07050v2,12627,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2012-07-18 09:44:22+00:00,1207.4318v1,8010,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2018-01-22 16:27:09+00:00,1801.07184v2,6382,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2016-06-13 15:53:07+00:00,1606.04004v2,12477,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2013-08-08 12:37:32+00:00,1308.1829v1,4130,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2018-08-08 10:04:24+00:00,1808.02702v2,51014,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2021-06-10 16:56:06+00:00,2106.05908v1,10919,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2012-11-06 17:56:12+00:00,1211.2758v1,2336,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2014-01-31 17:35:09+00:00,1401.8236v3,13549,Mathematisch-Naturwissenschaftliche Fakultät,2014,invaluable,0.0
2011-08-10 18:54:53+00:00,1108.2245v3,9267,Mathematisch-Naturwissenschaftliche Fakultät,2011,invaluable,0.0
2010-12-21 19:18:49+00:00,1012.4769v1,15575,Mathematisch-Naturwissenschaftliche Fakultät,2010,invaluable,0.0
2012-12-19 10:12:06+00:00,1212.4614v1,7181,Mathematisch-Naturwissenschaftliche Fakultät,2012,invaluable,0.0
2013-05-07 10:04:17+00:00,1305.1455v1,3818,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2015-01-30 14:43:59+00:00,1501.07790v2,8761,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2021-05-30 13:04:30+00:00,2105.14525v2,4748,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2020-03-30 18:26:01+00:00,2003.13731v2,15133,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2007-12-15 16:16:18+00:00,0712.2526v3,8219,Mathematisch-Naturwissenschaftliche Fakultät,2007,invaluable,0.0
2014-11-26 11:10:50+00:00,1411.7181v2,12472,Mathematisch-Naturwissenschaftliche Fakultät,2014,invaluable,0.0
2011-12-06 11:30:21+00:00,1112.1238v1,13585,Mathematisch-Naturwissenschaftliche Fakultät,2011,invaluable,0.0
2020-04-06 08:33:16+00:00,2004.02481v1,10220,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2014-04-19 10:24:04+00:00,1404.4943v1,18683,Mathematisch-Naturwissenschaftliche Fakultät,2014,invaluable,0.0
2011-03-16 07:48:11+00:00,1103.3117v1,7896,Mathematisch-Naturwissenschaftliche Fakultät,2011,invaluable,0.0
2013-04-04 18:47:22+00:00,1304.1462v2,5502,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2021-04-08 04:58:34+00:00,2104.03510v3,2941,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2023-05-23 11:23:38+00:00,2306.06207v1,2071,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2020-05-13 10:55:33+00:00,2005.07495v1,11810,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2010-11-29 15:24:49+00:00,1011.6258v1,7689,Mathematisch-Naturwissenschaftliche Fakultät,2010,invaluable,0.0
2021-04-23 19:08:44+00:00,2104.11788v2,2720,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2022-04-06 18:00:17+00:00,2204.03010v1,3480,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2023-10-04 07:23:25+00:00,2310.02621v1,8567,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2023-03-08 09:26:46+00:00,2303.04462v2,10388,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2023-05-02 19:29:23+00:00,2305.01748v1,3931,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2021-10-14 18:13:59+00:00,2110.07648v1,8324,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2022-11-04 13:28:02+00:00,2211.02440v2,9701,Mathematisch-Naturwissenschaftliche Fakultät,2022,invaluable,0.0
2024-02-20 23:27:56+00:00,2402.13423v1,7760,Mathematisch-Naturwissenschaftliche Fakultät,2024,invaluable,0.0
2018-10-30 13:49:08+00:00,1810.12734v1,3292,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2017-06-01 22:48:49+00:00,1706.00516v1,9761,Mathematisch-Naturwissenschaftliche Fakultät,2017,invaluable,0.0
2018-12-31 16:04:16+00:00,1901.00399v1,9364,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2019-06-24 09:44:46+00:00,1906.10551v1,10606,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2023-03-27 18:11:16+00:00,2303.15529v3,13019,Mathematisch-Naturwissenschaftliche Fakultät,2023,invaluable,0.0
2019-11-25 22:07:44+00:00,1911.12300v1,9103,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2016-05-12 10:29:29+00:00,1605.03747v1,5731,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2016-04-20 09:27:37+00:00,1604.05869v1,8803,Mathematisch-Naturwissenschaftliche Fakultät,2016,invaluable,0.0
2015-12-28 19:09:02+00:00,1512.08483v2,6283,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2015-03-25 15:19:07+00:00,1503.07419v5,6359,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2013-07-04 18:04:38+00:00,1307.1434v1,10753,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2015-11-20 17:17:49+00:00,1511.06697v4,12845,Mathematisch-Naturwissenschaftliche Fakultät,2015,invaluable,0.0
2018-09-04 18:44:43+00:00,1809.01192v4,12943,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2019-04-02 17:40:23+00:00,1904.01565v1,5196,Mathematisch-Naturwissenschaftliche Fakultät,2019,invaluable,0.0
2020-06-17 14:08:12+00:00,2006.09885v1,7831,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2008-03-26 17:14:55+00:00,0803.3774v2,7976,Mathematisch-Naturwissenschaftliche Fakultät,2008,invaluable,0.0
2020-06-11 21:04:54+00:00,2006.06675v2,6828,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2020-10-24 01:40:06+00:00,2010.12737v1,5980,Mathematisch-Naturwissenschaftliche Fakultät,2020,invaluable,0.0
2013-09-23 16:02:21+00:00,1309.5857v1,9404,Mathematisch-Naturwissenschaftliche Fakultät,2013,invaluable,0.0
2018-08-02 15:19:21+00:00,1808.00853v1,5707,Mathematisch-Naturwissenschaftliche Fakultät,2018,invaluable,0.0
2024-01-05 13:45:08+00:00,2401.02810v2,7135,Mathematisch-Naturwissenschaftliche Fakultät,2024,invaluable,0.0
2021-03-30 13:31:50+00:00,2103.16339v1,10227,Mathematisch-Naturwissenschaftliche Fakultät,2021,invaluable,0.0
2007-04-11 01:16:18+00:00,0704.1338v1,5848,Wirtschafts- und Sozialwissenschaftliche Fakultät,2007,invaluable,0.0
2020-12-14 19:56:52+00:00,2012.07915v1,11098,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2022-01-24 15:55:01+00:00,2201.09766v1,11085,Wirtschafts- und Sozialwissenschaftliche Fakultät,2022,invaluable,0.0
2023-07-14 08:41:47+00:00,2307.07225v1,10308,Wirtschafts- und Sozialwissenschaftliche Fakultät,2023,invaluable,0.0
2016-07-22 15:58:31+00:00,1607.06719v1,1506,Wirtschafts- und Sozialwissenschaftliche Fakultät,2016,invaluable,0.0
2014-12-16 14:25:27+00:00,1412.5013v1,3911,Wirtschafts- und Sozialwissenschaftliche Fakultät,2014,invaluable,0.0
2018-11-28 17:20:01+00:00,1811.11692v1,6688,Wirtschafts- und Sozialwissenschaftliche Fakultät,2018,invaluable,0.0
2013-03-26 19:23:49+00:00,1303.6612v2,4121,Wirtschafts- und Sozialwissenschaftliche Fakultät,2013,invaluable,0.0
2021-07-08 16:31:34+00:00,2107.03957v1,14036,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-03-17 12:08:01+00:00,2103.09587v2,7631,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-11-26 14:45:20+00:00,2111.13524v1,8476,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2020-05-08 13:43:23+00:00,2005.04042v2,11082,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2020-05-12 16:35:30+00:00,2005.05907v2,15449,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2020-06-02 19:36:48+00:00,2006.01903v2,7845,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2020-06-26 19:10:22+00:00,2006.15178v3,8876,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2021-09-06 21:07:27+00:00,2109.02743v1,10742,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2020-07-17 16:31:47+00:00,2007.09104v2,7882,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2020-08-12 16:22:40+00:00,2008.05420v3,13656,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2020-11-29 17:56:38+00:00,2011.14404v1,9206,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2021-07-30 21:09:01+00:00,2108.00081v1,14266,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-08-16 09:07:47+00:00,2108.06976v1,8801,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-08-16 09:25:40+00:00,2108.06984v1,8475,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-08-20 17:19:39+00:00,2108.09282v1,14000,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-11-26 14:44:20+00:00,2111.13523v1,9893,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2021-11-26 14:47:39+00:00,2111.13527v1,7783,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2020-04-24 14:33:03+00:00,2004.11772v4,10525,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2013-06-10 12:55:16+00:00,1306.2187v1,8646,Wirtschafts- und Sozialwissenschaftliche Fakultät,2013,invaluable,0.0
2016-05-05 20:48:14+00:00,1605.01752v1,4824,Wirtschafts- und Sozialwissenschaftliche Fakultät,2016,invaluable,0.0
2021-08-11 14:25:30+00:00,2108.05244v1,16640,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2013-07-08 09:18:45+00:00,1307.1994v1,8413,Wirtschafts- und Sozialwissenschaftliche Fakultät,2013,invaluable,0.0
2018-06-27 10:12:55+00:00,1806.10389v1,9042,Wirtschafts- und Sozialwissenschaftliche Fakultät,2018,invaluable,0.0
2024-05-29 00:00:47+00:00,2405.19378v1,6190,Wirtschafts- und Sozialwissenschaftliche Fakultät,2024,invaluable,0.0
2010-06-02 19:38:35+00:00,1006.0474v1,3695,Wirtschafts- und Sozialwissenschaftliche Fakultät,2010,invaluable,0.0
2010-03-29 21:39:37+00:00,1003.5688v1,14539,Wirtschafts- und Sozialwissenschaftliche Fakultät,2010,invaluable,0.0
2009-07-29 09:37:31+00:00,0907.5079v2,17057,Wirtschafts- und Sozialwissenschaftliche Fakultät,2009,invaluable,0.0
2007-09-29 12:36:34+00:00,0710.0050v1,8608,Wirtschafts- und Sozialwissenschaftliche Fakultät,2007,invaluable,0.0
2020-09-09 15:01:25+00:00,2009.04342v2,9143,Wirtschafts- und Sozialwissenschaftliche Fakultät,2020,invaluable,0.0
2023-12-06 11:38:26+00:00,2312.03437v1,13379,Wirtschafts- und Sozialwissenschaftliche Fakultät,2023,invaluable,2.0
2018-07-31 22:45:11+00:00,1808.00100v2,12091,Wirtschafts- und Sozialwissenschaftliche Fakultät,2018,invaluable,0.0
2019-11-08 07:19:47+00:00,1911.03098v4,9673,Wirtschafts- und Sozialwissenschaftliche Fakultät,2019,invaluable,0.0
2024-04-05 12:54:09+00:00,2404.04070v1,9011,Wirtschafts- und Sozialwissenschaftliche Fakultät,2024,invaluable,0.0
2019-10-24 11:03:23+00:00,1910.11027v2,22866,Wirtschafts- und Sozialwissenschaftliche Fakultät,2019,invaluable,0.0
2022-04-12 23:09:00+00:00,2204.06112v2,12966,Wirtschafts- und Sozialwissenschaftliche Fakultät,2022,invaluable,0.0
2024-04-09 10:41:59+00:00,2404.06198v2,11949,Wirtschafts- und Sozialwissenschaftliche Fakultät,2024,invaluable,0.0
2019-12-12 14:20:10+00:00,1912.05974v3,20437,Wirtschafts- und Sozialwissenschaftliche Fakultät,2019,invaluable,0.0
2021-04-09 13:40:45+00:00,2104.04157v3,24681,Wirtschafts- und Sozialwissenschaftliche Fakultät,2021,invaluable,0.0
2023-08-18 08:51:31+00:00,2308.09394v2,13751,Rechtswissenschaftliche Fakultät,2023,invaluable,0.0
2022-09-01 09:47:27+00:00,2209.00322v1,14123,Rechtswissenschaftliche Fakultät,2022,invaluable,0.0
2014-07-03 13:44:34+00:00,1407.0921v1,14998,Rechtswissenschaftliche Fakultät,2014,invaluable,0.0
2021-06-02 15:44:55+00:00,2106.08903v10,11651,Rechtswissenschaftliche Fakultät,2021,invaluable,1.0
2015-07-24 10:56:36+00:00,1507.06810v1,16389,Rechtswissenschaftliche Fakultät,2015,invaluable,0.0
2015-02-27 14:14:15+00:00,1502.07903v1,5609,Rechtswissenschaftliche Fakultät,2015,invaluable,0.0
2023-08-21 15:06:02+00:00,2308.10776v1,9423,Rechtswissenschaftliche Fakultät,2023,invaluable,0.0
2017-01-25 08:55:14+00:00,1701.07208v2,13692,Technische Fakultät,2017,invaluable,0.0
2021-07-04 12:58:45+00:00,2107.01613v1,15925,Technische Fakultät,2021,invaluable,0.0
2018-07-10 13:32:12+00:00,1807.03626v1,2612,Technische Fakultät,2018,invaluable,0.0
2016-10-14 12:29:31+00:00,1610.04430v2,13402,Technische Fakultät,2016,invaluable,0.0
2017-10-31 20:47:39+00:00,1711.00103v2,11118,Technische Fakultät,2017,invaluable,0.0
2018-03-13 12:12:36+00:00,1803.04744v4,10113,Technische Fakultät,2018,invaluable,0.0
2016-11-07 08:35:47+00:00,1611.01934v2,6860,Technische Fakultät,2016,invaluable,0.0
2017-12-13 18:48:39+00:00,1712.04922v2,25299,Technische Fakultät,2017,invaluable,0.0
2019-02-09 14:25:23+00:00,1902.03428v1,20571,Technische Fakultät,2019,invaluable,0.0
2018-11-02 16:08:29+00:00,1811.00955v1,15078,Technische Fakultät,2018,invaluable,0.0
2021-01-03 20:00:51+00:00,2101.00694v3,12166,Technische Fakultät,2021,invaluable,0.0
2022-03-03 14:33:45+00:00,2203.01741v1,14902,Technische Fakultät,2022,invaluable,0.0
2017-01-12 08:12:36+00:00,1701.03263v2,13869,Technische Fakultät,2017,invaluable,0.0
2022-02-16 08:49:50+00:00,2202.07932v3,18551,Technische Fakultät,2022,invaluable,0.0
2019-07-08 11:47:49+00:00,1907.03526v1,15461,Technische Fakultät,2019,invaluable,0.0
2024-03-24 12:16:51+00:00,2403.16117v1,13916,Technische Fakultät,2024,invaluable,0.0
2017-01-25 10:24:44+00:00,1701.07242v1,10551,Technische Fakultät,2017,invaluable,0.0
2018-10-02 13:14:46+00:00,1810.01223v2,15318,Technische Fakultät,2018,invaluable,0.0
2013-02-18 10:23:00+00:00,1302.4213v1,17386,Technische Fakultät,2013,invaluable,0.0
2017-05-12 14:22:53+00:00,1705.04587v1,8078,Technische Fakultät,2017,invaluable,0.0
2018-09-27 09:41:39+00:00,1809.10428v1,11554,Technische Fakultät,2018,invaluable,0.0
2019-05-21 12:58:12+00:00,1905.08592v1,5372,Technische Fakultät,2019,invaluable,0.0
2013-10-01 17:25:57+00:00,1310.0398v1,18949,Technische Fakultät,2013,invaluable,0.0
2015-04-17 22:13:48+00:00,1504.04650v2,13032,Technische Fakultät,2015,invaluable,0.0
2016-04-25 14:44:13+00:00,1604.07286v2,9267,Technische Fakultät,2016,invaluable,0.0
2018-10-17 13:00:20+00:00,1810.07510v1,12942,Technische Fakultät,2018,invaluable,0.0
2018-11-02 15:59:32+00:00,1811.00950v1,8888,Technische Fakultät,2018,invaluable,0.0
2022-10-05 16:06:07+00:00,2210.02361v2,9850,Technische Fakultät,2022,invaluable,0.0
2024-04-24 15:12:20+00:00,2404.15917v1,24525,Technische Fakultät,2024,invaluable,0.0
2022-02-24 05:03:43+00:00,2202.11902v2,21825,Technische Fakultät,2022,invaluable,0.0
2016-04-25 07:47:34+00:00,1604.07153v1,13251,Technische Fakultät,2016,invaluable,0.0
2019-09-26 08:21:08+00:00,1909.11970v1,17575,Technische Fakultät,2019,invaluable,0.0
2020-08-29 07:35:24+00:00,2008.12928v3,11954,Technische Fakultät,2020,invaluable,0.0
2020-10-19 06:48:56+00:00,2010.09255v1,5689,Technische Fakultät,2020,invaluable,0.0
2020-11-12 01:20:34+00:00,2011.06150v2,14832,Technische Fakultät,2020,invaluable,0.0
2023-03-02 17:04:33+00:00,2303.01414v1,7563,Technische Fakultät,2023,invaluable,0.0
2024-04-26 09:26:32+00:00,2404.17274v1,23195,Technische Fakultät,2024,invaluable,0.0
2008-02-20 14:23:38+00:00,0802.2854v1,7004,Technische Fakultät,2008,invaluable,0.0
2017-06-15 15:57:36+00:00,1706.04939v2,22684,Technische Fakultät,2017,invaluable,0.0
2020-06-18 20:47:45+00:00,2006.10847v1,12542,Technische Fakultät,2020,invaluable,0.0
2020-02-18 17:26:14+00:00,2002.07746v2,7137,Technische Fakultät,2020,invaluable,0.0
2019-11-30 09:12:12+00:00,1912.01161v1,18313,Technische Fakultät,2019,invaluable,0.0
2021-04-20 07:32:01+00:00,2104.09803v1,11796,Technische Fakultät,2021,invaluable,0.0
2014-11-04 16:47:56+00:00,1411.0960v2,24408,Technische Fakultät,2014,invaluable,0.0
2018-01-19 15:27:46+00:00,1801.06460v2,19093,Technische Fakultät,2018,invaluable,0.0
2021-07-28 20:51:06+00:00,2107.13638v1,10503,Technische Fakultät,2021,invaluable,0.0
2019-05-20 10:50:13+00:00,1905.07986v1,12756,Technische Fakultät,2019,invaluable,0.0
2019-04-13 13:10:16+00:00,1904.06543v1,27293,Technische Fakultät,2019,invaluable,0.0
2022-10-04 11:02:31+00:00,2210.01523v1,14899,Technische Fakultät,2022,invaluable,0.0
2021-05-15 13:13:05+00:00,2105.07219v1,14264,Technische Fakultät,2021,invaluable,0.0
2015-06-24 07:19:16+00:00,1506.07260v1,13706,Technische Fakultät,2015,invaluable,0.0
2023-05-15 08:20:57+00:00,2305.08432v1,17489,Technische Fakultät,2023,invaluable,0.0
2014-10-01 12:42:31+00:00,1410.0204v1,4752,Technische Fakultät,2014,invaluable,0.0
2020-01-05 11:28:36+00:00,2001.01214v1,10409,Technische Fakultät,2020,invaluable,0.0
2018-06-12 11:21:37+00:00,1806.04442v2,9208,Technische Fakultät,2018,invaluable,0.0
2022-07-28 07:18:43+00:00,2207.13918v1,13289,Technische Fakultät,2022,invaluable,0.0
2014-03-18 14:10:32+00:00,1403.4461v3,12860,Technische Fakultät,2014,invaluable,0.0
2014-09-26 11:34:33+00:00,1409.7540v1,7063,Technische Fakultät,2014,invaluable,0.0
2021-11-17 13:58:31+00:00,2111.09122v1,12095,Technische Fakultät,2021,invaluable,0.0
